pLI,wSL/C,outs_when_up,bat_speed,break_length_deprecated,wKN (pi),botStf,SC-Z (sc),Pace,Cent%+,LOB%,# 1-10%,max_ev,Stf+ FA,SI-Z (sc),SwStr%,FIP-,post_bat_score,favor_home,Stf+ CU,HR/FB%+,BIP-Wins,p_throws,Pitching+,FA-X (pi),rSZ,Contact%,CHv,Zone% (pi),fld_score,OBP+,SI-Z (pi),LOB%+,E-F,H,home,vFA (pi),sz_bot,CU-X (sc),-WPA,vFC (sc),post_fld_score,wFS (sc),AVG+,BA,home_team_runs,barrels_batted_balls_percentage,SB-Z (pi),EP-X (sc),vSI (sc),RPP,vXX (pi),O-Contact% (sc),wCH/C (pi),vCU (pi),TZ,Strikes,Pit+ SL,FB%+,consistency,wSC (sc),fielder_9,PU,Pit+ FA,woba_denom,player_name,CT%,feature2,wCT/C,StL,Balls,SI-X (pi),H/9,HR,SI-X (sc),air_density_index,FC-Z (sc),SO/W,BB/9,wKN (sc),FDP-Wins,accuracy,if_fielding_alignment,wRC,wSI (sc),Plays,ER,wKN/C (pi),wXX/C (pi),Loc+ KC,pfx_x,Swing%,correct_calls_above_expected,Contact% (pi),HLD,Range,# 40-60%,wSL/C (pi),FSR,batted_ball_events,game_type,average_distance,Season,Scp,wFC/C (sc),Zone%,botCmd FC,BIZ,wKN/C,spin_axis,Events,# 10-40%,vFS (sc),BK,Contact% (sc),Cent%,correct_calls,BsR,actual_homers,3B,DPR,Pit+ CH,ay,IDfg,vSL (pi),pfx_z,strikes,Loc+ CU,ax,SF%,SB-X (pi),on_3b,wSL,expected_accuracy,SF,wSB (pi),# 90-100%,W,FT% (sc),umpire,Stf+ FS,total_barrels,expected_homers,GB/FB,Pit+ FS,wCU/C (sc),Team,OAA,LD%,Relieving,GB,wKC/C (sc),pitch_number,home_runs,UZR/150,Pace (pi),FB%,FO-X (sc),Barrels,Age,Loc+ FS,Clutch,xFIP-,strikeouts,iso_value,K/9,FO-Z (sc),TTO%,CTv,Stf+ KC,des,hit_distance_sc,FA% (pi),vSB (pi),botOvr KC,SH,wSI/C (sc),SL%,wFC/C (pi),KC-X (sc),IP,# 0%,SL-Z (sc),estimated_woba_using_speedangle,OOZ,botCmd,wCU (pi),wCH/C,wFS/C (pi),swing_length,CU-X (pi),botERA,wOBA,xwOBA,FE,wFS (pi),SO9,SL-X (sc),wCH (sc),SB% (pi),UN% (sc),UBR,away_team,wFT/C (sc),FA-X (sc),TBF,delta_run_exp,hard_hit_95mph+,TZL,wEP (sc),IFFB,wFC (sc),HBP,hc_x,SFv,CS-Z (pi),fielder_6,WHIP+,fielder_2,K%+,fielder_4,DPS,vEP (sc),wSF/C,IFH,Oppo%,WP,wCT,balls,vCS (pi),CU-Z (sc),FC-X (pi),away_score,Soft%+,vKC (sc),sz_top,RS,estimated_ba_using_speedangle,40-60%,CH-X (sc),events,Stf+ FC,FC-Z (pi),fielder_2.1,wSB,game_year,Hard%+,wFO (sc),ground_ball_ev,id,vx0,botCmd FS,K/BB+,rGDP,rPM,Pit+ SI,botOvr SI,FT-X (sc),Def,Loc+ FO,LD%+,REW,xSLG,CH-Z (pi),inning,Loc+ FC,RAR,Swing% (sc),effective_speed,SLv,on_1b,Bat,Relief-IP,CH-X (pi),FB,FBv,botStf FC,RE24,O-Contact% (pi),LOB-Wins,botCmd CU,vCU (sc),wFB,Starting,wRC+,KN%,release_spin_rate,zone,WPA/LI,ERA-,wCS (pi),SIERA,FP,FS-Z (pi),xBA,BF,EP% (sc),CH% (sc),vy0,home_team,EP-Z (sc),fielder_7,CPP,# 60-90%,hard_hit_swing_percentage,Pit+ KC,incorrect_calls,Z-Swing%,description,launch_speed_angle,WAR,60-90%,F-Strike%,hard_hit_percentage,wGDP,L,release_extension,inLI,GDP,BAbip,Name,wFT (sc),BUH,CH-Z (sc),wSF,G,botStf FS,vCH (pi),IFFB%,wKC (sc),Fld,CB%,rCERA,wFA (pi),vFA (sc),CSW%,BB/9+,Lg,DPF,pitch_name,Soft%,SB,wRAA,Pull%,wCB,wFA/C (pi),SI% (sc),FA% (sc),tfs_deprecated,HR/9+,babip_value,KN% (sc),tfs_zulu_deprecated,CStr%,botOvr CH,Pit,KC% (sc),Z-Contact%,RngR,botOvr FA,SL-Z (pi),FIP,launch_angle,K/9+,EV,release_pos_z,TE,maxEV,Stf+ FO,az,Hard%,SL% (sc),barrels_plate_appearance_percentage,fielder_3,DPT,fielder_5,botOvr CU,type,botCmd FA,OBP,1B,FC% (pi),ISO,botStf CU,DRS,WHIP,bb_type,PA,botOvr FS,CS-X (pi),SLG+,average_ev,rSB,DP,KC-Z (sc),tERA,FC-X (sc),wSB/C (pi),BS,+WPA,HardHit%,Loc+ SL,Spd,away,AB,KN% (pi),90-100%,OPS,wKN,Stf+ SI,BABIP+,Oppo%+,IFH%,RS/9,max_distance,wCU (sc),bat_score,batter,HR/FB,WPA,CU% (sc),K-BB%,average_homerun,wSI (pi),exLI,KN-Z (sc),gmLI,botStf FA,ISO+,botxRV100,FO% (sc),wCH/C (sc),ErrR,total_run_impact,2B,PO%,Inn,L-WAR,Dollars,CBv,inning_topbot,post_home_score,SI% (pi),HardHit,Rep,game_pk,rank,wKN/C (sc),player,pitcher,Pit+ FC,Age Rng,BB,wCH,KN-Z (pi),wXX (pi),Dol,10-40%,Off,CU-Z (pi),UZR,CH%,Stf+ CH,of_fielding_alignment,botOvr SL,FA-Z (pi),stand,Med%,wCU/C (pi),sweet_spot_percentage,wSL (pi),O-Contact%,FS-X (sc),year,BB/K,on_2b,XX-Z (pi),H/9+,botOvr FC,Loc+ SI,woba_value,target,CG,SO,vKN (pi),StS,MD,botStf SI,wFC (pi),R,date,botOvr,rARM,break_angle_deprecated,Loc+ FA,GS,SC% (sc),botCmd SL,rTS,pitcher.1,O-Swing% (sc),FA-Z (sc),vz0,Z-Contact% (sc),A,wSI/C (pi),vFT (sc),away_team_runs,GB%+,vSL (sc),ShO,wFO/C (sc),Str,PO,Barrel%,SLG,Pitches,vFC (pi),O-Swing%,Tm,botStf KC,accuracy_above_expected,CS,release_pos_y,wSL (sc),Z-Contact% (pi),LD,wCB/C,wEP/C (sc),Pulls,botCmd KC,Pit+ FO,wFA/C (sc),ballpark,Lev,#days,Pos,Stuff+,vCH (sc),E,wSL/C (sc),release_speed,post_away_score,fielder_8,CS% (pi),SV,LA,wCS/C (pi),botCmd SI,Stf+ SL,FS% (pi),SD,pitches_called,at_bat_number,Location+,IBB,SL-X (pi),SC-X (sc),RZR,wSC/C (sc),wFA (sc),botStf SL,BB%,Pull%+,wFS/C (sc),expected_correct_calls,kwERA,XX-X (pi),plate_x,BU,spin_rate_deprecated,wFB/C,expected_incorrect_calls,O-Swing% (pi),RA9-WAR,phLI,KNv,vSI (pi),launch_speed,plate_z,Zone% (sc),Loc+ CH,Swing% (pi),K%,game_date,pitch_type,feature1,GB%,1-10%,FB% (Pitch),Z-Swing% (pi),Pit+ CU,FC% (sc),xFIP,altitude,mlbID,xERA,vKN (sc),ERA,K/BB,hit_location,fly_ball_line_drive_ev,CU% (pi),rGFP,wCH (pi),FT-Z (sc),HR/9,PH,FS% (sc),KN-X (sc),spin_dir,Z-Swing% (sc),botStf CH,botCmd CH,sv_id,XX%,vFO (sc),FS-Z (sc),delta_home_win_exp,Med%+,vSC (sc),BABIP,vFS (pi),CH% (pi),home_score,hc_y,PB,XX% (pi),SL% (pi),0%,RBI,release_pos_x,KN-X (pi),BB%+,Start-IP,FB% 2,AVG,FRM,BUH%,ARM,FS-X (pi),LD+%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.33,,,,0,,,,2.31,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.5,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,3.0,,,0,0.214,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.818,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.02,,,,1,,,,,,1,,,,,,,,,,,,,,,,,0.77,0,,,,,,,,,0,,,,0.36,,,,,,,,,2569,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543901,,,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,0.17,,,,1,,,,1.0,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.41,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,,,1.0,,,0,0.25,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.227,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0.04,,,,5,,,,,,1,,,,,,,,,,,,,,,,,0.61,0,,,,,,,,,0,,,,0.26,,,,,,,,,2534,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547007,,,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.05,,,,1,,,,0.0,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.56,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,3.0,,,1,0.385,,,,,,2,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.04,,,,5,,,,,,0,,,,,,,,,,,,,,,,,0.52,0,,,,,,,,,0,,,,0.38,,,,,,,,,2551,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605528,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,0.17,,,,15,,,,2.03,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,3.0,,,,,,0.48,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,,,,,,,,,,,,,,,,,,,,7.0,,,12,0.332,,,,,,17,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.575,,,,,,,,,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,0.09,,,,53,,,,,,17,,,,,,,,,,,,,,,,,0.63,0,,,,,,,,,1,,,,0.26,,,,,,,,,2499,,,,,,,,,,2.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554430,,,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.21,,,,1,,,,2.31,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.4,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,3.0,,,0,0.25,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.11,,,,2,,,,,,0,,,,,,,,,,,,,,,,,0.74,0,,,,,,,,,0,,,,0.2,,,,,,,,,2491,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643603,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,0.15,,,,4,,,,2.69,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,2,,,2.0,,,,,,0.33,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,57.1,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,1.0,,,3,0.257,,,,,,41,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.116,,,,,,,,,,,,,,,,,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,0.13,,,,29,,,,,,0,,,,,,,,,,,,,,,,,0.67,0,,,,,,,,,0,,,,0.32,,,,,,,,,2432,,,,,,,,,,2.0,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595032,,,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,0.15,,,,4,,,,1.42,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,26.1,,,,,,,,,,,,,,,,5.8,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,,,,,,,,,,,,,,,,,,,,1.0,,,2,0.266,,,,,,27,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.405,,,,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,0.06,,,,13,,,,,,0,,,,,,,,,,,,,,,,,0.58,0,,,,,,,,,0,,,,0.19,,,,,,,,,2542,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452666,,,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,0.14,,,,6,,,,0.89,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.38,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,5.1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,2.0,,,0,0.367,,,,,,4,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.357,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,0.09,,,,15,,,,,,2,,,,,,,,,,,,,,,,,0.6,1,,,,,,,,,1,,,,0.31,,,,,,,,,2534,,,,,,,,,,2.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573244,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,0.2,,,,1,,,,7.0,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,1.0,,,,,,0.48,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,10.1,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,3.0,,,0,0.179,,,,,,3,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.677,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,0.08,,,,4,,,,,,2,,,,,,,,,,,,,,,,,0.64,0,,,,,,,,,0,,,,0.17,,,,,,,,,2428,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,658792,,,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.17,,,,0,,,,2.0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,0,,,3.0,,,,,,0.43,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,3.0,,,0,0.286,,,,,,5,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.286,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0.09,,,,1,,,,,,0,,,,,,,,,,,,,,,,,0.63,0,,,,,,,,,0,,,,0.5,,,,,,,,,2428,,,,,,,,,,2.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592865,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,0.16,,,,14,,,,2.25,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,4,,,7.0,,,,,,0.48,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,150.1,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642,,,,,,,,,,,,,,,,,,,,9.0,,,16,0.297,,,,,,31,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,2455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,0.09,,,,73,,,,,,25,,,,,,,,,,,,,,,,,0.64,1,,,,,,,,,2,,,,0.26,,,,,,,,,2433,,,,,,,,,,2.0,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592866,,,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,0.14,,,,7,,,,2.8,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,,,2.0,,,,,,0.41,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,5.0,,,7,0.311,,,,,,66,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.367,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,0.09,,,,34,,,,,,0,,,,,,,,,,,,,,,,,0.64,0,,,,,,,,,0,,,,0.29,,,,,,,,,2436,,,,,,,,,,2.0,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543935,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,0.15,,,,5,,,,2.29,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,4.0,,,,,,0.39,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,,,,,,,,,12.4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,4.0,,,4,0.276,,,,,,65,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,1136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.293,,,,,,,,,,,,,,,,,,,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,0.12,,,,23,,,,,,0,,,,,,,,,,,,,,,,,0.61,0,,,,,,,,,0,,,,0.23,,,,,,,,,2429,,,,,,,,,,13.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458677,,,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,0.15,,,,3,,,,2.25,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,2.0,,,,,,0.39,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,2.0,,,1,0.359,,,,,,9,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.696,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,0.09,,,,14,,,,,,1,,,,,,,,,,,,,,,,,0.6,1,,,,,,,,,2,,,,0.38,,,,,,,,,2517,,,,,,,,,,2.0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592869,,,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
